name,height,weight,age,position,tempo,skok,league,club
Christoph Baumgartner,180,73,23,CAM,75,63,Bundesliga,TSG Hoffenheim
Maxime Lopez,167,58,25,CM,72,69,Serie A,Sassuolo
Traorè,177,77,23,LM,82,74,Serie A,Sassuolo
Marcel Halstenberg,188,87,31,CB,63,84,Bundesliga,RB Leipzig
Giacomo Bonaventura,181,75,33,CM,69,68,Serie A,Fiorentina
Jonathan Ikoné,175,73,25,RW,89,34,Serie A,Fiorentina
Pierluigi Gollini,194,94,28,GK,47,52,Serie A,Fiorentina
Stefano Sensi,168,62,27,CM,75,68,Serie A,AC Monza
Gianluca Caprari,176,72,29,CF,85,48,Serie A,AC Monza
Borré,174,70,27,ST,77,80,Bundesliga,Frankfurt
Sebastian Rode,179,71,32,CDM,59,76,Bundesliga,Frankfurt
Kolo Muani,187,73,24,ST,84,82,Bundesliga,Frankfurt
Lucas Alario,184,78,30,ST,66,87,Bundesliga,Frankfurt
Marcos Senesi,183,78,26,CB,60,81,Premier League,AFC Bournemouth
Emil Audero,192,83,26,GK,52,65,Serie A,Sampdoria
Francesco Caputo,181,74,35,ST,79,85,Serie A,Sampdoria
Thomas Strakosha,193,78,28,GK,43,56,Premier League,Brentford
Ben Mee,180,82,33,CB,61,89,Premier League,Brentford
Guglielmo Vicario,188,76,26,GK,28,49,Serie A,Empoli
Joël Veltman,184,75,31,CB,64,78,Premier League,Brighton
Marc Guehi,182,82,22,CB,73,70,Premier League,Crystal Palace
Lukas Nmecha,185,80,24,ST,82,79,Bundesliga,VfL Wolfsburg
Aleksandar Mitrović,189,90,28,ST,64,84,Premier League,Fulham
Çağlar Söyüncü,185,82,27,CB,71,76,Premier League,Leicester City
Dennis Praet,181,78,29,CAM,66,61,Premier League,Leicester City
Timothy Castagne,185,80,27,RB,76,72,Premier League,Leicester City
Saša Kalajdžić,200,93,25,ST,63,54,Premier League,Wolves
Daniel Podence,165,58,27,LW,83,65,Premier League,Wolves
Pedro Neto,172,62,23,LW,85,52,Premier League,Wolves
Faraoni,180,71,31,RWB,78,73,Serie A,Hellas Verona
Jiří Pavlenka,196,81,31,GK,36,36,Bundesliga,Werder Bremen
Federico Dimarco,175,75,25,LWB,76,64,Serie A,Inter
Danilo D'Ambrosio,180,75,34,CB,68,83,Serie A,Inter
Moise Kean,182,72,23,ST,85,76,Serie A,Juventus
Junior Messias,179,70,32,RW,84,53,Serie A,Milan
Brahim Díaz,171,59,23,CAM,78,66,Serie A,Milan
Pierre Kalulu,184,69,22,CB,80,76,Serie A,Milan
De Ketelaere,192,79,22,ST,75,69,Serie A,Milan
Alexis Saelemaekers,180,72,23,RW,81,77,Serie A,Milan
Nikola Vlašić,178,79,25,LM,79,55,Serie A,Torino
Alexey Miranchuk,182,74,27,CAM,75,58,Serie A,Torino
Roberto Pereyra,182,77,32,CM,76,68,Serie A,Udinese
Konstantinos Mavropanos,194,89,25,CB,81,82,Bundesliga,VfB Stuttgart
Wataru Endo,178,77,30,CM,67,91,Bundesliga,VfB Stuttgart
Borna Sosa,187,79,25,LB,79,67,Bundesliga,VfB Stuttgart
Ramy Bensebaini,187,85,28,LB,70,84,Bundesliga,M'gladbach
Marcus Thuram,192,90,25,ST,81,71,Bundesliga,M'gladbach
Alassane Plea,181,79,30,CF,72,71,Bundesliga,M'gladbach
Philipp Lienhart,189,83,26,CB,70,69,Bundesliga,SC Freiburg
Willy Boly,195,97,32,CB,58,79,Premier League,Nott'm Forest
Duje Ćaleta-Car,192,89,26,CB,59,82,Premier League,Southampton
Kyle Walker-Peters,174,64,26,RB,76,75,Premier League,Southampton
Jonas Hector,185,75,33,LB,63,80,Bundesliga,1. FC Köln
Clément Lenglet,186,81,27,CB,68,83,Premier League,Spurs
Emerson,181,79,24,RWB,74,79,Premier League,Spurs
Exequiel Palacios,177,67,24,CDM,66,70,Bundesliga,Leverkusen
Piero Hincapié,183,66,21,LB,83,80,Bundesliga,Leverkusen
Aaron Cresswell,175,66,33,LB,64,86,Premier League,West Ham
Saïd Benrahma,172,67,27,LM,75,60,Premier League,West Ham
Craig Dawson,188,77,33,CB,49,84,Premier League,West Ham
Maxwel Cornet,179,69,26,LM,87,77,Premier League,West Ham
Thomas Meunier,191,90,31,RB,73,74,Bundesliga,Dortmund
Diogo Dalot,184,76,24,RB,79,85,Premier League,Manchester Utd
Gabriel Martinelli,178,75,21,LM,87,55,Premier League,Arsenal
Ollie Watkins,180,78,27,ST,84,92,Premier League,Aston Villa
Douglas Luiz,175,66,25,CDM,67,66,Premier League,Aston Villa
Tyrone Mings,196,77,30,CB,71,71,Premier League,Aston Villa
Frédéric Guilbert,178,78,28,RWB,74,81,Premier League,Aston Villa
Miguel Almirón,174,70,29,RM,86,48,Premier League,Newcastle Utd
Moussa Niakhaté,190,85,27,CB,79,77,Premier League,Nott'm Forest
Jesse Lingard,175,60,30,CAM,75,65,Premier League,Nott'm Forest
Patrick Bamford,185,71,29,ST,82,68,Premier League,Leeds United
James Milner,175,70,37,CM,52,62,Premier League,Liverpool
Julián Álvarez,173,71,23,ST,76,69,Premier League,Manchester City
Nathan Aké,180,75,28,CB,76,89,Premier League,Manchester City
Saša Lukic,183,77,26,CM,60,63,Premier League,Fulham
Noni Madueke,182,70,21,RW,90,76,Premier League,Chelsea
Mislav Oršic,179,69,30,LW,88,66,Premier League,Southampton
Kouyaté,189,83,33,CDM,60,75,Premier League,Nott'm Forest
Kasper Dolberg,187,84,25,ST,71,73,Bundesliga,TSG Hoffenheim
Brooks,193,78,30,CB,58,74,Bundesliga,TSG Hoffenheim
Benoît Badiashile,194,75,22,CB,61,78,Premier League,Chelsea
Ademola Lookman,174,71,25,LM,85,64,Serie A,Atalanta BC
Jonjo Shelvey,184,80,31,CM,40,62,Premier League,Nott'm Forest
Philipp Max,177,77,29,LB,78,72,Bundesliga,Frankfurt
Diego Demme,172,71,31,CDM,56,79,Serie A,Napoli
Mathías Olivera,184,78,25,LB,74,74,Serie A,Napoli
Sergiño Dest,175,62,22,RB,86,55,Serie A,Milan
Matias Vecino,187,81,31,CM,62,75,Serie A,SS Lazio
Jérémie Boga,174,68,26,LW,85,61,Serie A,Atalanta BC
Merih Demiral,190,86,25,CB,73,71,Serie A,Atalanta BC
Ademola Lookman,174,71,25,LM,85,64,Serie A,Atalanta BC
El Shaarawy,178,73,30,LW,86,69,Serie A,Roma FC
Davide Frattesi,184,74,23,CM,79,71,Serie A,Sassuolo
Franck Ribéry,170,72,40,CF,68,33,Serie A,Salernitana
Giulio Maggiore,184,69,25,CM,74,64,Serie A,Salernitana
Benjamin Henrichs,185,79,26,RWB,71,66,Bundesliga,RB Leipzig
Abdou Diallo,187,79,27,CB,72,84,Bundesliga,RB Leipzig
Yussuf Poulsen,192,84,28,ST,78,83,Bundesliga,RB Leipzig
Arthur Cabral,186,89,25,ST,73,84,Serie A,Fiorentina
Gaetano Castrovilli,179,71,26,CM,74,58,Serie A,Fiorentina
Matteo Pessina,183,75,26,CAM,72,59,Serie A,AC Monza
Ihlas Bebou,184,80,29,ST,89,70,Bundesliga,TSG Hoffenheim
Pavel Kadeřábek,182,81,31,RWB,74,81,Bundesliga,TSG Hoffenheim
Rafał Gikiewicz,190,81,35,GK,28,66,Bundesliga,FC Augsburg
Niklas Dorsch,177,76,25,CDM,72,77,Bundesliga,FC Augsburg
Iago,181,67,26,LWB,84,65,Bundesliga,FC Augsburg
Ivan Toney,187,76,27,ST,78,89,Premier League,Brentford
Tuta,185,81,23,CB,70,75,Bundesliga,Frankfurt
Christopher Trimmel,189,82,36,RWB,72,59,Bundesliga,Union Berlin
Deniz Undav,178,86,26,ST,68,66,Premier League,Brighton
Pascal Groß,181,78,31,CM,50,71,Premier League,Brighton
Robert Sanchéz,197,85,25,GK,44,70,Premier League,Brighton
Joachim Andersen,192,90,26,CB,52,74,Premier League,Crystal Palace
Maxence Lacroix,190,88,23,CB,87,80,Bundesliga,VfL Wolfsburg
Roberto Soriano,182,76,32,CAM,68,63,Serie A,Bologna
Musa Barrow,183,70,24,CF,84,53,Serie A,Bologna
Adrien Tameze,180,78,29,CM,72,71,Serie A,Hellas Verona
Darko Lazović,181,66,32,LM,85,44,Serie A,Hellas Verona
Miguel Veloso,180,79,37,CM,44,65,Serie A,Hellas Verona
Silvan Widmer,183,80,30,RWB,78,85,Bundesliga,1. FSV Mainz 05
Issa Diop,194,92,26,CB,62,74,Premier League,Fulham
Daniel James,171,76,25,RM,95,74,Premier League,Fulham
Kevin Mbabu,184,83,28,RB,83,78,Premier League,Fulham
Wout Faes,187,82,25,CB,59,73,Premier League,Leicester City
Kelechi Iheanacho,185,82,26,ST,73,57,Premier League,Leicester City
Patson Daka,183,71,24,ST,90,89,Premier League,Leicester City
Danilo,170,73,31,LB,68,82,Bundesliga,VfL Bochum
Suat Serdar,184,75,26,CM,67,81,Bundesliga,Hertha Berlin
Stevan Jovetić,183,79,33,ST,62,73,Bundesliga,Hertha Berlin
Max Kilman,195,89,26,CB,61,68,Premier League,Wolves
Hee Chan Hwang,177,77,27,LW,81,83,Premier League,Wolves
Angelo Fulgini,183,71,26,CM,73,70,Bundesliga,1. FSV Mainz 05
Ritsu Doan,172,70,24,RM,79,34,Bundesliga,SC Freiburg
Rade Krunić,184,74,29,CM,67,74,Serie A,Milan
Sergiño Dest,175,62,22,RB,86,55,Serie A,Milan
Marvin Schwäbe,188,86,28,GK,46,64,Bundesliga,1. FC Köln
Saša Lukić,183,77,26,CM,60,63,Serie A,Torino
Callum Hudson-Odoi,177,79,22,LW,81,64,Bundesliga,Leverkusen
Adam Hložek,188,74,20,CAM,78,70,Bundesliga,Leverkusen
Marius Wolf,188,81,28,RM,83,61,Bundesliga,Dortmund
Giovanni Reyna,185,79,20,CAM,78,66,Bundesliga,Dortmund
Nico Elvedi,189,84,26,CB,70,80,Bundesliga,M'gladbach
Marvin Friedrich,192,84,27,CB,63,74,Bundesliga,M'gladbach
Stefan Lainer,175,73,30,RB,74,69,Bundesliga,M'gladbach
Christoph Kramer,191,80,32,CDM,42,51,Bundesliga,M'gladbach
Koné,180,80,22,CM,71,70,Bundesliga,M'gladbach
Dan Burn,198,87,31,CB,47,50,Premier League,Newcastle Utd
Matt Targett,183,70,27,LB,69,64,Premier League,Newcastle Utd
Fabian Schär,188,84,31,CB,51,77,Premier League,Newcastle Utd
Jonjo Shelvey,184,80,31,CM,40,62,Premier League,Newcastle Utd
Taiwo Awoniyi,185,85,25,ST,83,81,Premier League,Nott'm Forest
Mohammed Salisu,191,85,24,CB,69,72,Premier League,Southampton
Matt Doherty,182,87,31,RWB,68,82,Premier League,Spurs
Bryan Gil Salvatierra,175,65,22,LM,77,47,Premier League,Spurs
Oliver Skipp,178,70,22,CDM,65,61,Premier League,Spurs
Emerson,176,79,28,LB,74,66,Premier League,West Ham
Oxlade-Chamberlain,175,70,29,CM,80,69,Premier League,Liverpool
Konstantinos Tsimikas,179,68,27,LB,80,77,Premier League,Liverpool
Fábio Vieira,176,61,22,CAM,75,47,Premier League,Arsenal
Rob Holding,189,75,27,CB,54,76,Premier League,Arsenal
Matt Turner,191,79,28,GK,38,55,Premier League,Arsenal
Ludwig Augustinsson,181,72,29,LB,64,69,Premier League,Aston Villa
Yerry Mina,195,94,28,CB,37,70,Premier League,Everton
Ben Godfrey,183,79,25,CB,82,80,Premier League,Everton
Demarai Gray,183,75,26,LM,86,51,Premier League,Everton
Rasmus Kristensen,187,70,25,RB,80,83,Premier League,Leeds United
Rodrigo,182,77,32,CAM,77,75,Premier League,Leeds United
Jack Harrison,175,70,26,LM,80,63,Premier League,Leeds United
Illan Meslier,196,74,23,GK,38,42,Premier League,Leeds United
Bertrand Traoré,181,73,27,RM,77,75,Premier League,Aston Villa
Serhou Guirassy,187,82,27,ST,68,76,Bundesliga,VfB Stuttgart
Luca Pellegrini,178,72,24,LB,84,58,Serie A,SS Lazio
Mateus Tetê,175,72,23,RW,82,65,Premier League,Leicester City
Jérôme Roussillon,175,80,30,LB,86,71,Bundesliga,Union Berlin
Chris Wood,191,92,31,ST,59,80,Premier League,Nott'm Forest
Maximilian Philipp,183,79,29,CF,76,59,Bundesliga,Werder Bremen
Ivan Ilic,187,75,22,CM,76,68,Serie A,Torino
Nedim Bajrami,179,68,24,CAM,76,63,Serie A,Sassuolo
Koray Günter,184,79,28,CB,62,77,Serie A,Sampdoria
Jan Bednarek,189,77,27,CB,48,81,Premier League,Southampton
Diego Llorente,186,76,29,CB,67,80,Serie A,Roma FC
Szymon Zurkowski,185,77,25,CM,82,71,Serie A,La Spezia
Nunes Jesus,185,0,31,CB,69,84,Serie A,Napoli
Tyler Adams,175,72,24,CDM,80,84,Premier League,Leeds United
Zeki Çelik,180,0,26,RWB,77,67,Serie A,Roma FC
Ivan Provedel,192,0,29,GK,42,56,Serie A,SS Lazio
Danilo Cataldi,180,0,28,CDM,72,55,Serie A,SS Lazio
Nicolò Casale,191,80,25,CB,74,71,Serie A,SS Lazio
Joakim Mæhle,185,79,26,RWB,85,82,Serie A,Atalanta BC
Ejuke,174,72,25,LM,92,55,Bundesliga,Hertha Berlin
Gregoire Defrel,179,0,31,CF,81,42,Serie A,Sassuolo
Riccardo Saponara,184,73,31,LW,69,59,Serie A,Fiorentina
Igor,185,84,25,CB,73,70,Serie A,Fiorentina
Szymon Żurkowski,185,77,25,CM,82,71,Serie A,Fiorentina
Gonzalo Escalante,182,76,30,CDM,63,74,Serie A,Cremonese
Andrea Petagna,190,0,27,ST,59,79,Serie A,AC Monza
Tonny Vilhena,175,0,28,LM,73,78,Serie A,Salernitana
Pietro Terracciano,193,78,33,GK,41,55,Serie A,Fiorentina
Martínez Quarta,183,78,27,CB,67,86,Serie A,Fiorentina
Sofyan Amrabat,185,70,26,CDM,68,69,Serie A,Fiorentina
Arne Maier,186,0,24,CM,70,57,Bundesliga,FC Augsburg
Reece Oxford,193,86,24,CB,68,84,Bundesliga,FC Augsburg
Diadié Samassékou,175,0,27,CDM,65,75,Bundesliga,TSG Hoffenheim
Grischa Prömel,184,0,28,CM,65,75,Bundesliga,TSG Hoffenheim
Kevin Vogt,194,0,31,CB,71,57,Bundesliga,TSG Hoffenheim
David Brooks,183,0,25,RW,69,64,Premier League,AFC Bournemouth
Christian Nørgaard,187,0,29,CDM,58,68,Premier League,Brentford
David Raya Martin,183,0,27,GK,52,73,Premier League,Brentford
Mikkel Damsgaard,180,71,22,LM,84,72,Premier League,Brentford
Luca Pellegrini,178,72,24,LB,84,58,Bundesliga,Frankfurt
Kristijan Jakić,181,0,26,CDM,64,65,Bundesliga,Frankfurt
Timo Baumgartl,190,0,27,CB,63,73,Bundesliga,Union Berlin
Robin Knoche,190,0,31,CB,51,67,Bundesliga,Union Berlin
Sheraldo Becker,180,77,28,ST,95,70,Bundesliga,Union Berlin
Adam Webster,191,0,28,CB,68,77,Premier League,Brighton
Enock Mwepu,184,0,25,CM,82,73,Premier League,Brighton
Alexis Mac Allister,176,72,24,CAM,69,64,Premier League,Brighton
Fabio Quagliarella,180,79,40,ST,61,67,Serie A,Sampdoria
Harry Winks,176,0,27,CM,60,52,Serie A,Sampdoria
Eberechi Eze,178,0,24,CAM,75,67,Premier League,Crystal Palace
Nedim Bajrami,179,68,24,CAM,76,63,Serie A,Empoli
Jean-Philippe Mateta,192,0,25,ST,71,77,Premier League,Crystal Palace
Tyrick Mitchell,180,0,23,LB,77,57,Premier League,Crystal Palace
Odsonne Edouard,187,0,25,ST,79,73,Premier League,Crystal Palace
Michael Olise,178,68,21,RW,80,51,Premier League,Crystal Palace
Jeffrey Schlupp,178,0,30,LM,84,78,Premier League,Crystal Palace
Cheick Doucouré,180,0,23,CM,68,66,Premier League,Crystal Palace
Di Francesco,171,0,123,LW,78,44,Serie A,Lecce
Yannick Gerhardt,184,81,29,CM,69,64,Bundesliga,VfL Wolfsburg
Paulo Otávio,174,68,28,LB,88,72,Bundesliga,VfL Wolfsburg
Jérôme Roussillon,175,80,30,LB,86,71,Bundesliga,VfL Wolfsburg
Patrick Wimmer,182,77,21,RM,85,75,Bundesliga,VfL Wolfsburg
Nicolás Domínguez,179,73,24,CM,75,88,Serie A,Bologna
Riccardo Orsolini,183,73,26,CF,79,59,Serie A,Bologna
Lorenzo De Silvestri,186,84,35,RWB,72,73,Serie A,Bologna
Łukasz Skorupski,187,84,32,GK,51,66,Serie A,Bologna
Koray Günter,184,79,28,CB,62,77,Serie A,Hellas Verona
Ivan Ilić,187,75,22,CM,76,68,Serie A,Hellas Verona
Lorenzo Montipò,191,0,27,GK,41,54,Serie A,Hellas Verona
Thomas Henry,192,0,28,ST,65,69,Serie A,Hellas Verona
Jae Sung Lee,181,74,30,CM,68,55,Bundesliga,1. FSV Mainz 05
Robin Zentner,194,0,28,GK,65,60,Bundesliga,1. FSV Mainz 05
Dominik Kohr,183,0,29,CDM,80,78,Bundesliga,1. FSV Mainz 05
Jonas Wind,190,82,24,ST,66,72,Bundesliga,VfL Wolfsburg
Maximilian Philipp,183,79,29,CF,76,59,Bundesliga,VfL Wolfsburg
Mattias Svanberg,185,77,24,CM,77,63,Bundesliga,VfL Wolfsburg
Andreas Hugo Hoelgebaum Pereira,177,0,27,CAM,76,65,Premier League,Fulham
Carlos Vinícius Alves Morais,190,0,28,ST,71,52,Premier League,Fulham
Harry Wilson,173,70,26,RM,77,43,Premier League,Fulham
Manor Solomon,170,67,23,LM,80,55,Premier League,Fulham
Daniel Amartey,186,0,28,CB,63,77,Premier League,Leicester City
James Justin,183,0,25,LB,81,64,Premier League,Leicester City
Ayoze Pérez Gutiérrez,178,72,29,RW,76,73,Premier League,Leicester City
Boubakary Soumaré,188,0,24,CDM,68,70,Premier League,Leicester City
Rayan Aït Nouri,179,70,21,LWB,77,57,Premier League,Wolves
Anton Stach,194,0,24,CM,74,66,Bundesliga,1. FSV Mainz 05
Jonathan Burkardt,181,79,22,ST,84,75,Bundesliga,1. FSV Mainz 05
Serhou Guirassy,187,82,27,ST,68,76,Bundesliga,VfB Stuttgart
Florian Müller,190,88,25,GK,43,58,Bundesliga,VfB Stuttgart
Roland Sallai,182,0,26,RM,75,64,Bundesliga,SC Freiburg
Roberto Gagliardini,188,0,29,CDM,53,66,Serie A,Inter
Daniele Rugani,190,0,28,CB,55,79,Serie A,Juventus
Mattia De Sciglio,182,0,30,RB,67,80,Serie A,Juventus
Divock Origi,189,88,28,ST,79,76,Serie A,Milan
Tommaso Pobega,188,0,23,CM,76,74,Serie A,Milan
Ciprian Tătărușanu,198,0,37,GK,44,65,Serie A,Milan
Timo Hübers,190,82,26,CB,80,71,Bundesliga,1. FC Köln
Dejan Ljubicic,187,0,25,RM,78,74,Bundesliga,1. FC Köln
Mark Uth,185,0,31,CAM,72,71,Bundesliga,1. FC Köln
Wilfried Singo,190,79,22,RWB,79,75,Serie A,Torino
Nadiem Amiri,180,0,26,CAM,67,73,Bundesliga,Leverkusen
Andrey Lunev,190,0,31,GK,56,60,Bundesliga,Leverkusen
Thilo Kehrer,186,76,26,CB,75,86,Premier League,West Ham
Florent Mollet,174,68,31,RM,70,67,Bundesliga,Nieznany klub
Simon Terodde,192,83,35,ST,58,75,Bundesliga,Nieznany klub
Ryan Fraser,163,0,29,RM,83,56,Premier League,Newcastle Utd
Chris Wood,191,92,31,ST,59,80,Premier League,Newcastle Utd
Emmanuel Dennis,175,0,25,ST,87,94,Premier League,Nott'm Forest
Romain Perraud,173,0,25,LB,72,56,Premier League,Southampton
Stuart Armstrong,183,0,31,RM,70,71,Premier League,Southampton
Mohamed Elyounoussi,178,0,28,LM,77,77,Premier League,Southampton
Vitaliy Mykolenko,180,0,24,LB,76,66,Premier League,Everton
Ché Adams,178,0,26,ST,81,76,Premier League,Southampton
Dwight McNeil,183,0,23,LM,70,68,Premier League,Everton
Neal Maupay,173,0,26,ST,74,59,Premier League,Everton
Andros Townsend,178,0,31,RM,74,44,Premier League,Everton
Séamus Coleman,177,77,34,RB,65,71,Premier League,Everton
Diego Llorente,186,76,29,CB,67,80,Premier League,Leeds United
Tyler Adams,175,72,24,CDM,80,84,Premier League,Leeds United
Liam Cooper,188,0,31,CB,49,80,Premier League,Leeds United
Pascal Struijk,190,0,23,CB,57,73,Premier League,Leeds United
Robin Koch,191,0,26,CB,62,66,Premier League,Leeds United
Marc Roca Junqué,184,0,26,CDM,45,57,Premier League,Leeds United
Fraser Forster,201,0,35,GK,30,69,Premier League,Spurs
Curtis Jones,185,0,22,CM,68,57,Premier League,Liverpool
Mohamed Elneny,181,0,30,CDM,56,69,Premier League,Arsenal
Morgan Sanson,180,73,28,CM,69,76,Premier League,Aston Villa
Leander Dendoncker,189,88,28,CM,61,74,Premier League,Aston Villa
Jan Bednarek,189,77,27,CB,48,81,Premier League,Aston Villa
Ruben Loftus-Cheek,191,0,27,CM,65,59,Premier League,Chelsea
Chalobah,191,0,23,CB,64,61,Premier League,Chelsea
Éder Balanta,181,84,30,CDM,64,72,Bundesliga,Nieznany klub
Matias Viña,181,70,25,LWB,81,77,Premier League,AFC Bournemouth
Kamaldeen Sulemana,174,69,21,LW,93,77,Premier League,Southampton
Albert Sambi Lokonga,183,73,23,CM,66,71,Premier League,Crystal Palace
Cédric,172,67,31,RB,71,72,Premier League,Fulham
Anthony Gordon,183,74,22,LM,80,58,Premier League,Newcastle Utd
Josip Juranovic,173,68,27,RB,86,59,Bundesliga,Union Berlin
Michael Frey,188,92,28,ST,61,55,Bundesliga,Nieznany klub
Mario Lemina,184,85,29,CM,68,53,Premier League,Wolves
Georginio Rutter,182,83,21,ST,77,76,Premier League,Leeds United
Ayew,176,72,33,ST,69,89,Premier League,Nott'm Forest
Bram Nuytinck,190,82,33,CB,63,62,Serie A,Sampdoria
Maximilian Wöber,189,82,25,CB,72,81,Premier League,Leeds United
Eldor Shomurodov,190,76,27,ST,82,61,Serie A,La Spezia
Matias Viña,181,70,25,LWB,81,77,Serie A,Roma FC
Eldor Shomurodov,190,76,27,ST,82,61,Serie A,Roma FC
Marash Kumbulla,191,0,23,CB,49,82,Serie A,Roma FC
Ștefan Radu,183,79,36,CB,55,62,Serie A,SS Lazio
Elseid Hysaj,182,0,29,LB,75,68,Serie A,SS Lazio
Patricio Gabarrón Gil,184,0,30,CB,69,74,Serie A,SS Lazio
Toma Bašić,190,0,26,CM,59,68,Serie A,SS Lazio
Marco Sportiello,192,0,31,GK,43,68,Serie A,Atalanta BC
Bartłomiej Drągowski,188,74,25,GK,44,57,Serie A,La Spezia
Mattia Caldara,187,0,29,CB,58,83,Serie A,La Spezia
Daniele Verde,168,64,26,RW,84,38,Serie A,La Spezia
Albin Ekdal,186,0,33,CM,41,63,Serie A,La Spezia
Andrea Pinamonti,188,0,24,ST,74,74,Serie A,Sassuolo
Soualiho Meïté,189,0,29,CM,66,71,Serie A,Cremonese
Cyriel Dessers,185,87,28,ST,75,80,Serie A,Cremonese
Samuele Birindelli,175,0,23,RWB,84,74,Serie A,AC Monza
Pablo Marí Villar,193,0,29,CB,53,75,Serie A,AC Monza
Krzysztof Piatek,183,0,27,ST,72,80,Serie A,Salernitana
Rolando Mandragora,183,0,25,CM,55,70,Serie A,Fiorentina
Alfred Duncan,178,78,30,CM,73,78,Serie A,Fiorentina
Riccardo Sottil,180,0,23,LW,87,45,Serie A,Fiorentina
Dodô,166,68,24,RB,88,80,Serie A,Fiorentina
Georginio Rutter,182,83,21,ST,77,76,Bundesliga,TSG Hoffenheim
Jeffrey Gouweleeuw,188,0,31,CB,69,70,Bundesliga,FC Augsburg
Felix Uduokhai,192,0,25,CB,67,65,Bundesliga,FC Augsburg
Ruben Vargas,174,0,24,LM,89,85,Bundesliga,FC Augsburg
Daniel Caligiuri,182,0,35,RM,71,77,Bundesliga,FC Augsburg
Yoane Wissa,176,0,26,LW,86,76,Premier League,Brentford
Aaron Hickey,175,0,20,LWB,77,64,Premier League,Brentford
Pontus Jansson,194,0,32,CB,53,56,Premier League,Brentford
Kristoffer Ajer,196,0,25,CB,72,56,Premier League,Brentford
Ethan Pinnock,194,0,30,CB,67,80,Premier League,Brentford
Rico Henry,170,0,25,LWB,90,92,Premier League,Brentford
Sebastian Rudy,180,0,33,CM,63,65,Bundesliga,TSG Hoffenheim
Benjamin Hübner,193,0,33,CB,38,61,Bundesliga,TSG Hoffenheim
Munas Dabbur,183,0,31,ST,57,90,Bundesliga,TSG Hoffenheim
Kevin Akpoguma,192,0,28,CB,77,66,Bundesliga,TSG Hoffenheim
Dennis Geiger,173,0,24,CM,53,54,Bundesliga,TSG Hoffenheim
Ryan Fredericks,181,0,30,RB,91,62,Premier League,AFC Bournemouth
Dominic Solanke,187,0,25,ST,71,77,Premier League,AFC Bournemouth
Jefferson Lerma,179,0,28,CDM,70,87,Premier League,AFC Bournemouth
Philip Billing,197,80,26,CM,58,61,Premier League,AFC Bournemouth
Bryan Mbeumo,171,0,23,RW,81,68,Premier League,Brentford
Jesper Lindstrøm,182,66,23,CAM,87,52,Bundesliga,Frankfurt
Ansgar Knauff,180,0,21,RM,87,64,Bundesliga,Frankfurt
Frederik Rønnow,188,81,30,GK,46,63,Bundesliga,Union Berlin
Danny Welbeck,185,0,32,ST,70,79,Premier League,Brighton
Tariq Lamptey,163,0,22,RWB,87,63,Premier League,Brighton
Adam Lallana,178,0,35,CM,61,68,Premier League,Brighton
Solly March,180,77,28,LWB,73,46,Premier League,Brighton
Omar Colley,191,87,30,CB,65,62,Serie A,Sampdoria
Jeison Murillo,184,0,31,CB,71,89,Serie A,Sampdoria
Manolo Gabbiadini,181,0,31,ST,65,74,Serie A,Sampdoria
Filip Đuričić,181,0,31,CAM,72,72,Serie A,Sampdoria
James McArthur,178,0,35,CDM,52,68,Premier League,Crystal Palace
Sam Johnstone,193,0,30,GK,41,63,Premier League,Crystal Palace
Jordan Ayew,182,81,31,RW,74,71,Premier League,Crystal Palace
Will Hughes,185,0,28,CM,48,49,Premier League,Crystal Palace
Mattia Destro,182,0,32,ST,69,87,Serie A,Empoli
Jean-Daniel Akpa Akpro,180,0,30,CM,80,72,Serie A,Empoli
Petar Stojanović,178,0,27,RB,79,68,Serie A,Empoli
Marko Pjaca,186,0,28,CF,77,67,Serie A,Empoli
Giuseppe Pezzella,185,0,25,LB,76,57,Serie A,Lecce
Strefezza,168,0,26,RW,82,63,Serie A,Lecce
Simone Verdi,174,72,30,CF,78,48,Serie A,Hellas Verona
Federico Ceccherini,187,0,31,CB,64,80,Serie A,Hellas Verona
Paweł Dawidowicz,189,0,28,CB,62,64,Serie A,Hellas Verona
Aarón Martín Caricol,178,0,26,LWB,61,61,Bundesliga,1. FSV Mainz 05
Anthony Caci,186,0,25,LWB,69,74,Bundesliga,1. FSV Mainz 05
Stefan Bell,192,0,31,CB,45,75,Bundesliga,1. FSV Mainz 05
Luca Waldschmidt,181,74,27,CF,68,66,Bundesliga,VfL Wolfsburg
Josuha Guilavogui,188,77,32,CDM,68,79,Bundesliga,VfL Wolfsburg
Sebastiaan Bornauw,191,83,24,CB,75,76,Bundesliga,VfL Wolfsburg
Tom Cairney,186,0,32,CM,58,42,Premier League,Fulham
Harrison Reed,175,0,28,CDM,69,65,Premier League,Fulham
Marek Rodák,194,0,26,GK,47,59,Premier League,Fulham
Nicola Sansone,173,63,31,CAM,78,66,Serie A,Bologna
Michel Aebischer,183,74,26,CM,71,68,Serie A,Bologna
Stefan Posch,189,82,26,CB,75,72,Serie A,Bologna
Anthony Losilla,185,0,37,CDM,52,83,Bundesliga,VfL Bochum
Ivan Ordets,195,0,30,CB,60,60,Bundesliga,VfL Bochum
Marc-Oliver Kempf,186,87,28,CB,76,91,Bundesliga,Hertha Berlin
Vladimír Darida,172,67,32,CM,62,76,Bundesliga,Hertha Berlin
