name,height,weight,age,position,tempo,skok,league,club
Kevin Akpoguma,192,0,28,CB,77,66,19,10029
Dennis Geiger,173,0,24,CM,53,54,19,10029
Ryan Fredericks,181,0,30,RB,91,62,13,1943
Dominic Solanke,187,0,25,ST,71,77,13,1943
Jefferson Lerma,179,0,28,CDM,70,87,13,1943
Philip Billing,197,80,26,CM,58,61,13,1943
Bryan Mbeumo,171,0,23,RW,81,68,13,1925
Jesper Lindstrøm,182,66,23,CAM,87,52,19,1824
Ansgar Knauff,180,0,21,RM,87,64,19,1824
Frederik Rønnow,188,81,30,GK,46,63,19,1831
Danny Welbeck,185,0,32,ST,70,79,13,1808
Tariq Lamptey,163,0,22,RWB,87,63,13,1808
Adam Lallana,178,0,35,CM,61,68,13,1808
Solly March,180,77,28,LWB,73,46,13,1808
Omar Colley,191,87,30,CB,65,62,31,1837
Jeison Murillo,184,0,31,CB,71,89,31,1837
Manolo Gabbiadini,181,0,31,ST,65,74,31,1837
Filip Đuričić,181,0,31,CAM,72,72,31,1837
James McArthur,178,0,35,CDM,52,68,13,1799
Sam Johnstone,193,0,30,GK,41,63,13,1799
Jordan Ayew,182,81,31,RW,74,71,13,1799
Will Hughes,185,0,28,CM,48,49,13,1799
Mattia Destro,182,0,32,ST,69,87,31,1746
Jean-Daniel Akpa Akpro,180,0,30,CM,80,72,31,1746
Petar Stojanović,178,0,27,RB,79,68,31,1746
Marko Pjaca,186,0,28,CF,77,67,31,1746
Giuseppe Pezzella,185,0,25,LB,76,57,31,347
Strefezza,168,0,26,RW,82,63,31,347
Simone Verdi,174,72,30,CF,78,48,31,206
Federico Ceccherini,187,0,31,CB,64,80,31,206
Paweł Dawidowicz,189,0,28,CB,62,64,31,206
Aarón Martín Caricol,178,0,26,LWB,61,61,19,169
Anthony Caci,186,0,25,LWB,69,74,19,169
Stefan Bell,192,0,31,CB,45,75,19,169
Luca Waldschmidt,181,74,27,CF,68,66,19,175
Josuha Guilavogui,188,77,32,CDM,68,79,19,175
Sebastiaan Bornauw,191,83,24,CB,75,76,19,175
Tom Cairney,186,0,32,CM,58,42,13,144
Harrison Reed,175,0,28,CDM,69,65,13,144
Marek Rodák,194,0,26,GK,47,59,13,144
Nicola Sansone,173,63,31,CAM,78,66,31,189
Michel Aebischer,183,74,26,CM,71,68,31,189
Stefan Posch,189,82,26,CB,75,72,31,189
Anthony Losilla,185,0,37,CDM,52,83,19,160
Ivan Ordets,195,0,30,CB,60,60,19,160
Marc-Oliver Kempf,186,87,28,CB,76,91,19,166
Vladimír Darida,172,67,32,CM,62,76,19,166
Jean-Paul Boëtius,178,73,29,CAM,72,68,19,166
Lucas Tousart,185,83,26,CDM,63,80,19,166
Layvin Kurzawa,182,0,30,LB,71,83,13,144
Tosin Adarabioyo,196,0,25,CB,72,77,13,144
Marc Albrighton,175,74,33,RM,65,61,13,95
Danny Ward,191,88,29,GK,45,67,13,95
Luke Thomas,177,0,21,LB,75,72,13,95
Jannik Vestergaard,199,0,30,CB,32,66,13,95
Nathan Collins,193,81,22,CB,71,77,13,110
Marvin Ducksch,188,79,29,ST,70,71,19,38
Amos Pieper,191,0,25,CB,65,64,19,38
Tiemoué Bakayoko,189,0,28,CDM,61,75,31,47
Yacine Adli,186,0,22,CM,66,64,31,47
Perr Schuurs,191,0,23,CB,66,72,31,54
Valentino Lazaro,180,0,27,RWB,78,56,31,54
Antonio Sanabria,181,73,27,ST,74,78,31,54
Bram Nuytinck,190,82,33,CB,63,62,31,55
Nehuén Pérez,186,75,22,CB,57,77,31,55
Tolgay Arslan,180,0,32,CDM,67,55,31,55
Rodrigo Becão,191,0,27,CB,49,71,31,55
Silas,189,82,24,RM,87,60,19,36
Waldemar Anton,189,84,26,CB,64,74,19,36
Tiago Tomás,183,73,20,ST,87,63,19,36
Niklas Stark,190,0,28,CB,75,67,19,38
Niclas Füllkrug,189,83,30,ST,61,70,19,38
Leonardo Bittencourt,170,0,29,CAM,66,65,19,38
Nicolas Höfler,181,0,33,CDM,62,84,19,25
Daniel-Kofi Kyereh,179,73,27,CAM,81,85,19,25
Maximilian Eggestein,181,0,26,CDM,59,53,19,25
Florian Kainz,176,0,30,LM,67,70,19,31
Timo Horn,192,0,30,GK,48,64,19,31
Benno Schmitz,182,0,28,RB,61,68,19,31
Mitchel Bakker,185,0,22,LB,85,73,19,32
Paulinho,177,77,22,LM,85,67,19,32
Odilon Kossounou,191,0,22,CB,74,74,19,32
Alexander Schwolow,190,84,30,GK,37,72,19,34
Thomas Ouwejan,183,76,26,LB,73,66,19,34
Cédric Brunner,180,75,29,RB,69,79,19,34
Alex Král,186,76,25,CDM,71,78,19,34
Karim Adeyemi,177,75,21,ST,93,88,19,22
Ko Itakura,186,75,26,CB,74,84,19,23
Michael Gregoritsch,193,0,29,ST,58,34,19,25
Karl Darlow,190,88,32,GK,57,69,13,13
Joelinton,186,81,26,CM,76,79,13,13
Jamaal Lascelles,188,0,29,CB,41,82,13,13
Joseph Willock,179,71,23,CM,76,67,13,13
Morgan Gibbs-White,178,70,23,CAM,76,58,13,14
Brennan Johnson,181,0,22,RW,88,40,13,14
Orel Mangala,178,0,25,CM,64,67,13,14
Joe Aribo,183,0,26,CM,80,73,13,17
Alex McCarthy,193,0,33,GK,57,68,13,17
Ainsley Maitland-Niles,177,0,25,RWB,78,66,13,17
Tino Livramento,173,65,20,RB,83,66,13,17
Junior Firpo,184,78,26,LB,75,72,13,8
Stuart Dallas,183,0,32,CM,70,57,13,8
Djed Spence,184,71,22,RWB,89,60,13,18
Ryan Sessegnon,178,0,23,LWB,82,66,13,18
Eric Maxim Choupo-Moting,191,90,34,ST,63,70,19,21
Sven Ulreich,192,0,34,GK,40,66,19,21
Albert Sambi Lokonga,183,73,23,CM,66,71,13,1
Cédric,172,67,31,RB,71,72,13,1
Robin Olsen,196,0,33,GK,35,40,13,2
Calum Chambers,182,0,28,CB,65,75,13,2
Jacob Ramsey,180,72,22,CM,75,77,13,2
Marvelous Nakamba,178,71,29,CDM,62,78,13,2
Armando Broja,191,0,21,ST,76,63,13,5
Mason Holgate,184,0,26,CB,71,76,13,7
Asmir Begović,199,0,35,GK,43,38,13,7
Alex Iwobi,185,75,27,RM,74,47,13,7
Tom Davies,180,0,24,CM,65,56,13,7
Anthony Gordon,183,74,22,LM,80,58,13,7
Luke Ayling,185,0,31,RB,64,76,13,8
Joel Robles Blázquez,195,0,32,GK,53,59,13,8
Josha Vagnoman,190,90,22,RB,91,61,19,36
Joel Ward,188,83,33,RB,84,76,13,1799
Ricardo Rodríguez,182,77,30,LB,85,82,31,54
Antonee Robinson,183,70,25,LB,92,83,13,144
Marcus Tavernier,177,70,24,LM,88,61,13,1943
Felix Passlack,172,70,25,RM,80,84,19,22
Destiny Iyenoma Udogie,186,67,20,LM,93,72,31,55
Razvan Marin,178,75,27,CM,78,82,31,1746
Janis Antiste,182,77,20,ST,90,92,31,111974
Khvicha Kvaratskhelia,183,70,22,LW,81,59,31,116365
Neco Williams,183,72,22,RB,83,73,13,14
Ryan Christie,178,71,28,LM,85,69,13,1943
Nicola Zalewski,175,70,21,LM,83,57,31,114912
Philipp Förster,188,82,28,CM,73,70,19,160
Karol Linetty,176,73,28,CM,72,87,31,54
Éderson José dos Santos,183,0,23,CM,70,59,31,115845
Ashley Young,175,65,37,LM,88,64,13,2
Kaoru Mitoma,178,71,26,LM,87,75,13,1808
Kelvin Amian,180,0,25,RWB,78,79,31,113974
Gian Marco Ferrari,189,0,31,CB,50,77,31,111974
Martin Erlić,193,0,25,CB,64,60,31,111974
Armand Laurienté,177,79,24,RM,77,55,31,111974
Matheus Henrique de Souza,175,0,25,CM,74,64,31,111974
Andrea Ranocchia,195,0,35,CB,45,69,31,111811
Armando Izzo,183,0,31,CB,67,76,31,111811
Dany Mota Carvalho,180,0,25,ST,75,47,31,111811
Michele Di Gregorio,187,81,25,GK,29,66,31,111811
Marco Carnesecchi,191,0,22,GK,31,40,31,111434
Ionuț Andrei Radu,188,0,26,GK,40,59,31,111434
Santiago Ascacíbar,168,0,26,CDM,69,83,31,111434
Luigi Sepe,185,0,32,GK,44,57,31,110373
Federico Fazio,195,0,36,CB,34,43,31,110373
Youssef Maleh,177,0,24,CM,69,53,31,110374
Christian Kouamé,185,0,25,ST,83,85,31,110374
Ermin Bičakčić,185,0,33,CB,44,75,19,10029
Robert Skov,185,0,27,RW,78,49,19,10029
André Hahn,185,80,32,ST,69,84,19,100409
Florian Niederlechner,187,0,32,ST,68,65,19,100409
Mathias Jensen,180,0,27,CM,67,67,13,1925
Vitaly Janelt,184,0,25,CM,67,72,13,1925
Jack Stephens,185,0,29,CB,50,67,13,1943
Adam Smith,180,0,32,RB,66,62,13,1943
Ryan Christie,178,71,28,RW,81,66,13,1943
Lewis Cook,175,0,26,CM,60,68,13,1943
Almamy Touré,183,0,27,CB,80,77,19,1824
Christopher Lenz,180,0,28,LWB,72,69,19,1824
Makoto Hasebe,180,72,39,CB,52,62,19,1824
Paul Jaeckel,188,0,24,CB,73,59,19,1831
Jordan Siebatcheu,190,0,27,ST,67,80,19,1831
Rani Khedira,188,0,29,CDM,58,69,19,1831
Morten Thorsby,189,0,27,CM,67,82,19,1831
Danilho Doekhi,190,86,24,CB,56,81,19,1831
Genki Haraguchi,179,0,32,CAM,76,65,19,1831
Diogo Filipe Pinto Leite,188,0,24,CB,60,72,19,1831
Jakub Moder,188,0,24,CDM,68,66,13,1808
Kaoru Mitoma,178,71,26,LM,82,65,13,1808
Gonzalo Villar,181,0,25,CM,54,53,31,1837
Ignacio Pussetto,180,0,27,ST,78,71,31,1837
Chris Richards,188,0,23,CB,78,90,13,1799
Luka Milivojević,186,0,32,CDM,47,59,13,1799
Jaïro Riedewald,182,0,26,CDM,60,67,13,1799
Nathaniel Clyne,175,0,32,RB,69,69,13,1799
Joel Ward,188,83,33,RB,54,67,13,1799
Marin Pongračić,190,0,25,CB,68,77,31,347
Danny da Costa,187,0,29,RWB,73,81,19,169
Adama Soumaoro,187,91,30,CB,53,85,31,189
Jerdy Schouten,185,74,26,CDM,62,74,31,189
Giangiacomo Magnani,191,0,27,CB,78,76,31,206
Alexander Hack,193,0,29,CB,66,73,19,169
Karim Onisiwo,188,88,31,ST,80,55,19,169
Maxim Leitsch,188,0,25,CB,82,68,19,169
Antonee Robinson,183,70,25,LB,87,75,13,144
Kenny Tete,180,0,27,RB,75,77,13,144
Bobby Decordova-Reid,170,0,30,RM,77,77,13,144
Shane Duffy,193,0,31,CB,34,89,13,144
Nampalys Mendy,167,0,30,CDM,60,76,13,95
Ryan Bertrand,179,0,33,LB,68,72,13,95
Kiernan Dewsbury-Hall,177,0,24,CM,66,68,13,95
Gerrit Holtmann,185,77,28,LW,94,46,19,160
Philipp Hofmann,195,0,30,ST,51,53,19,160
Cristian Gamboa,175,0,33,RB,88,90,19,160
Dodi Lukébakio,187,77,25,RM,83,68,19,166
Maximilian Mittelstädt,180,0,26,LB,78,82,19,166
Marco Richter,176,0,25,RM,75,54,19,166
Kevin-Prince Boateng,186,77,36,CAM,48,75,19,166
Jonjoe Kenny,176,67,26,RB,70,74,19,166
Marvin Plattenhardt,181,0,31,LB,66,71,19,166
Antonio Mirante,193,0,39,GK,43,62,31,47
Ricardo Rodríguez,182,77,30,CB,67,73,31,54
Karol Linetty,176,73,28,CM,64,78,31,54
Nemanja Radonjić,185,0,27,LW,88,45,31,54
Mërgim Vojvoda,187,78,28,LWB,69,65,31,54
Samuele Ricci,178,0,21,CDM,74,67,31,54
Yann Karamoh,185,0,24,LW,78,67,31,54
Ola Aina,184,0,26,LWB,83,70,31,54
David Zima,190,0,22,CB,74,64,31,54
Adam Masina,191,0,29,LWB,62,64,31,55
Isaac Success,182,0,27,ST,73,78,31,55
Destiny Iyenoma Udogie,186,67,20,LWB,87,62,31,55
Walace Souza Silva,188,0,28,CDM,66,55,31,55
Nico Schulz,181,0,30,LB,85,65,19,22
Chris Führich,178,0,25,RM,83,66,19,36
Marco Friedl,187,0,25,CB,67,66,19,38
Jonathan Schmid,180,0,32,RM,67,65,19,25
Nils Petersen,188,0,34,ST,52,61,19,25
Lukas Kübler,181,0,30,RB,75,71,19,25
Manuel Gulde,184,0,32,CB,69,81,19,25
Wayne Hennessey,198,0,36,GK,40,41,13,14
Joe Worrall,190,0,26,CB,58,76,13,14
Raoul Bellanova,188,0,23,RWB,87,62,31,44
Federico Gatti,190,80,24,CB,68,80,31,45
Moussa Djenepo,177,0,24,LM,79,86,13,17
Adam Armstrong,172,0,26,ST,84,85,13,17
Ibrahima Diallo,179,0,24,CDM,65,62,13,17
Luca Kilian,192,0,23,CB,70,65,19,31
Japhet Tanganga,180,0,24,RWB,75,87,13,18
Ben Johnson,180,0,23,RB,76,74,13,19
Amine Adli,174,0,23,ST,86,75,19,32
Anthony Elanga,178,75,21,RW,88,86,13,11
Axel Tuanzebe,185,0,25,CB,81,74,13,11
Ashley Young,175,65,37,LM,67,65,13,2
Emil Krafth,184,0,28,RB,65,74,13,13
Javier Manquillo Gaitán,178,0,29,RB,69,67,13,13
Sean Longstaff,180,0,25,CM,61,61,13,13
Salomón Rondón,186,0,33,ST,54,77,13,7
Amadou Onana,195,76,21,CDM,74,67,13,7
Mateusz Klich,183,82,32,CM,65,64,13,8
Brenden Aaronson,176,66,22,CAM,81,75,13,8
Sergio Gómez Martín,171,0,22,LB,70,71,13,10
Leo Østigård,185,0,23,CB,68,91,31,116365
M'Bala Nzola,185,0,26,ST,85,71,31,113974
Emmanuel Gyasi,181,70,29,RM,77,58,31,113974
Ethan Ampadu,183,78,22,CDM,65,86,31,113974
Marcos Antonio,168,0,22,CM,84,53,31,115841
Matteo Cancellieri,180,0,20,RW,83,54,31,115841
Kaan Ayhan,184,0,28,CB,56,82,31,111974
Abdou Harroui,182,0,25,CDM,74,76,31,111974
Pedro Mba Obiang Avomo,185,0,31,CDM,56,72,31,111974
Jeremy Toljan,182,74,28,RB,86,80,31,111974
Andrea Barberis,177,0,29,CDM,74,64,31,111811
Mattia Valoti,181,0,29,CM,62,53,31,111811
Marlon da Silva Barbosa,182,0,27,CB,66,61,31,111811
Nicolò Rovella,179,70,21,CM,72,67,31,111811
Christian Gytkjær,185,0,33,ST,71,81,31,111811
Jack Hendry,194,0,28,CB,71,84,31,111434
Carlos Augusto,184,0,24,LWB,67,67,31,111811
Federico Bonazzoli,182,0,26,ST,70,60,31,110373
Junior Sambia,185,0,26,RWB,73,78,31,110373
Matteo Lovato,188,0,23,CB,70,74,31,110373
Flavius Daniliuc,188,0,22,CB,55,61,31,110373
Domagoj Bradarić,178,0,23,LWB,78,59,31,110373
Lassana Coulibaly,183,0,27,CDM,72,70,31,110373
Ivan Radovanović,187,0,34,CB,47,70,31,110373
Tobias Strobl,188,0,33,CDM,36,74,19,100409
Elvis Rexhbeçaj,182,0,25,CM,66,58,19,100409
Ermedin Demirović,185,0,25,ST,73,71,19,100409
Stanley Nsoki,184,0,24,CB,73,70,19,10029
Jacob Bruun Larsen,183,77,24,LW,85,75,19,10029
Ozan Kabak,186,0,23,CB,67,84,19,10029
Angelo Stiller,183,0,22,CDM,66,69,19,10029
Mergim Berisha,188,0,25,ST,73,65,19,100409
Josh Dasilva,184,0,24,CM,76,48,13,1925
Frank Onyeka,183,0,25,CDM,81,77,13,1925
Lloyd Kelly,191,0,24,CB,72,71,13,1943
Ben Pearson,176,0,28,CDM,65,83,13,1943
Mark Travers,191,0,24,GK,39,63,13,1943
Kieffer Moore,196,83,30,ST,70,75,13,1943
Jack Stacey,178,0,27,RB,73,69,13,1943
Sven Michel,179,0,32,ST,74,73,19,1831
Niko Gießelmann,182,0,31,LWB,66,83,19,1831
Janik Haberer,186,0,29,CM,63,59,19,1831
Jamie Leweling,184,0,22,ST,82,55,19,1831
Andrea Conti,184,0,29,RB,74,52,31,1837
Bartosz Bereszyński,183,77,30,RB,84,69,31,1837
Valerio Verre,181,0,29,CAM,69,71,31,1837
Jack Butland,196,95,30,GK,56,76,13,1799
Filippo Bandinelli,180,0,28,CM,70,70,31,1746
Sebastiano Luperto,191,0,26,CB,58,70,31,1746
Răzvan Marin,178,75,27,CM,68,71,31,1746
Morten Hjulmand,185,0,23,CDM,60,64,31,347
Rémi Oudin,186,0,26,LM,74,81,31,347
Leandro Barreiro Martins,174,0,23,CM,75,83,19,169
Pavao Pervan,194,92,35,GK,29,44,19,175
Omar Marmoush,177,73,24,ST,85,70,19,175
Charalampos Lykogiannis,190,87,29,LWB,82,61,31,189
Jhon Lucumí,187,0,24,CB,70,71,31,189
Gary Medel,171,76,35,CB,56,78,31,189
Francesco Bardi,188,0,31,GK,48,75,31,189
Kevin Bonifazi,187,0,27,CB,52,73,31,189
Joshua Zirkzee,193,0,22,ST,69,66,31,189
Kevin Lasagna,186,80,30,ST,87,75,31,206
Fabio Depaoli,182,0,26,RB,73,35,31,206
Marcus Ingvartsen,187,0,27,ST,64,67,19,169
Neeskens Kebano,170,0,31,LM,79,62,13,144
Nathaniel Chalobah,185,0,28,CDM,55,69,13,144
Daniel Iversen,193,0,25,GK,45,62,13,95
Simon Zoller,179,0,31,ST,71,64,19,160
Dominique Heintz,188,0,29,CB,54,63,19,160
Jacek Góralski,172,66,30,CDM,69,63,19,160
Takuma Asano,173,71,28,RW,88,66,19,160
Peter Pekarík,177,0,36,RB,66,62,19,166
Deyovaisio Zeefuik,177,0,25,RB,82,90,19,166
Miloš Veljković,188,0,27,CB,48,83,19,38
Carlo Pinsoglio,194,0,33,GK,42,71,31,45
Nicolò Fagioli,178,72,22,CM,73,53,31,45
Aster Vranckx,183,0,20,CM,63,70,31,47
Vanja Milinković-Savić,202,90,26,GK,43,58,31,54
Etrit Berisha,194,0,34,GK,28,57,31,54
Atakan Karazor,191,0,26,CDM,51,65,19,36
Tobias Sippel,183,0,35,GK,46,64,19,23
Luca Netz,180,0,20,LB,76,63,19,23
Patrick Herrmann,179,0,32,RM,71,66,19,23
Mitchell Weiser,177,0,29,RWB,71,70,19,38
Lucas Höler,184,0,28,ST,71,80,19,25
Sargis Adamyan,184,0,30,ST,80,73,19,31
Jan Thielmann,178,0,21,RM,81,69,19,31
Ondrej Duda,181,0,28,CAM,69,70,19,31
Daley Sinkgraven,179,0,27,LB,74,68,19,32
Timothy Fosu-Mensah,185,0,25,RB,67,74,19,32
Bouna Sarr,177,0,31,RB,74,74,19,21
Rodrigo Zalazar,178,0,23,CM,75,64,19,34
Maya Yoshida,189,0,34,CB,52,82,19,34
Tobias Mohr,183,0,27,LM,85,59,19,34
Sebastian Polter,192,0,32,ST,70,77,19,34
Tom Heaton,188,0,37,GK,49,73,13,11
Brandon Williams,182,0,22,LB,79,74,13,11
Phil Jones,185,71,31,CB,37,79,13,11
Paul Dummett,183,0,31,LB,62,75,13,13
Matt Ritchie,172,0,33,RM,60,70,13,13
Jacob Murphy,179,74,28,RM,79,50,13,13
Lewis O'Brien,173,0,24,CM,69,68,13,14
Omar Richards,174,0,25,LB,75,71,13,14
Loïc Badé,191,0,23,CB,57,75,13,14
Scott McKenna,189,0,26,CB,57,82,13,14
Ryan Yates,190,0,25,CDM,65,84,13,14
Armel Bella Kotchap,190,87,21,CB,82,77,13,17
Darren Randolph,188,78,36,GK,42,61,13,19
Harvey Elliott,170,67,20,CAM,78,40,13,9
Fabio Carvalho,175,66,20,CAM,78,59,13,9
Reiss Nelson,175,71,23,RW,86,41,13,1
Marcus Vincius Oliveira Alencar,183,0,20,RM,81,48,13,1
Eddie Nketiah,180,73,23,ST,81,73,13,1
Rúben Vinagre,174,0,24,LWB,86,52,13,7
Adam Forshaw,174,0,31,CDM,61,43,13,8
Caoimhin Kelleher,188,0,24,GK,42,68,13,9
Nathaniel Phillips,190,0,26,CB,52,78,13,9
Alessio Zerbin,182,0,24,LW,76,59,31,116365
Arkadiusz Reca,187,81,27,LWB,78,84,31,113974
Simone Bastoni,181,0,26,LWB,64,66,31,113974
Kevin Agudelo,178,0,24,RW,74,59,31,113974
Mohamed Fares,183,0,27,LW,75,55,31,115841
Janis Blaswich,193,88,32,GK,42,73,19,112172
Álvarez Martínez,180,0,22,ST,70,80,31,111974
Giorgos Kyriakopoulos,182,0,27,LB,67,71,31,111974
Kristian Thorstvedt,189,0,24,CAM,63,70,31,111974
Rogério,178,0,25,LB,74,66,31,111974
Luca Caldirola,186,0,32,CB,47,80,31,111811
Luca Marrone,186,0,33,CB,52,69,31,111811
Patrick Ciurria,178,0,28,CF,76,72,31,111811
Giulio Donati,178,0,33,CB,66,66,31,111811
José Machín,184,0,26,CM,62,59,31,111811
Johan Vásquez,185,0,24,CB,65,69,31,111434
Michele Castagnetti,180,0,33,CDM,57,73,31,111434
David Okereke,181,0,25,ST,87,91,31,111434
Luca Zanimacchia,178,0,24,RM,69,49,31,111434
Vlad Chiricheș,184,0,33,CB,54,69,31,111434
Matteo Bianchetti,189,0,30,CB,61,71,31,111434
Cristian Buonaiuto,179,0,30,LM,77,71,31,111434
Marco Benassi,184,0,28,CM,54,66,31,110374
Lorenzo Venuti,176,0,28,RB,72,74,31,110374
Carlos Gruezo,171,0,28,CDM,61,69,19,100409
Sergi Canós Tenés,175,0,26,LW,71,66,13,1925
Marcus Tavernier,177,70,24,CAM,78,50,13,1943
Junior Stanislas,183,0,33,LW,69,44,13,1943
Joe Rothwell,183,0,28,CM,77,35,13,1943
Jaidon Anthony,183,0,23,LW,79,70,13,1943
Timmy Chandler,186,0,33,RM,59,89,19,1824
Jérôme Onguéné,187,0,25,CB,72,92,19,1824
Aurélio Buta,172,66,26,RM,93,91,19,1824
Paul Seguin,186,0,28,CM,61,72,19,1831
Julian Ryerson,183,0,25,RWB,70,82,19,1831
Alex Ferrari,191,0,28,CB,63,68,31,1837
Tomás Rincón,177,0,35,CM,60,91,31,1837
Nicola Murru,180,0,28,LB,70,73,31,1837
Tommaso Augello,180,0,28,LB,76,67,31,1837
Abdelhamid Sabiri,186,80,26,CAM,60,70,31,1837
Billy Gilmour,170,0,21,CM,61,58,13,1808
James Tomkins,192,0,34,CB,33,73,13,1799
Lorenzo Tonelli,183,0,33,CB,54,76,31,1746
Martín Satriano,187,0,22,ST,65,74,31,1746
Liam Henderson,183,0,27,CM,73,61,31,1746
Alberto Grassi,183,0,28,CM,64,56,31,1746
Liberato Cacace,184,0,22,LB,80,77,31,1746
Ajdin Hrustić,183,78,26,CM,74,65,31,206
Martin Hongla,181,0,25,CM,79,81,31,206
Aymen Barkok,189,0,25,CAM,76,54,19,169
Emanuel Vignato,175,0,22,CAM,72,53,31,189
Andrea Cambiaso,181,0,23,LWB,74,60,31,189
Philipp Förster,188,82,28,CAM,64,63,19,160
Kevin Stöger,175,0,29,CM,56,58,19,160
Konstantinos Stafylidis,178,0,29,LB,69,70,19,160
Jannes Horn,186,0,26,LB,83,70,19,160
Michael Esser,198,0,35,GK,40,67,19,160
Rune Almenning Jarstein,190,0,38,GK,36,59,19,166
Marius Bülter,188,0,30,ST,79,44,19,34
Hiroki Ito,186,0,24,CB,84,68,19,36
Anthony Jung,185,0,31,LWB,67,77,19,38
Romano Schmid,174,0,23,CAM,79,75,19,38
Jens Stage,185,0,26,CM,71,82,19,38
Kristjan Asllani,175,0,21,CDM,66,59,31,44
Alex Cordaz,188,0,40,GK,26,32,31,44
Fodé Ballo-Touré,182,0,26,LB,85,62,31,47
Malick Thiaw,191,0,21,CB,73,76,31,47
Daniele Padelli,191,0,37,GK,44,65,31,55
Sandi Lovrič,180,0,25,CM,53,58,31,55
Kingsley Ehizibue,189,0,28,RB,88,73,31,55
Jean-Victor Makengo,177,0,24,CM,66,62,31,55
Mato Jajalo,182,0,35,CDM,58,71,31,55
Danny Latza,179,0,33,CM,57,73,19,34
Mateu Jaume Morey Bauzá,173,0,23,RB,74,64,19,22
Tony Jantschke,177,0,33,CB,64,83,19,23
Hannes Wolf,179,0,24,CAM,76,73,19,23
Woo Yeong Jeong,179,0,23,CF,82,53,19,25
Keven Schlotterbeck,189,0,26,CB,60,62,19,25
Jamal Lewis,178,0,25,LB,74,68,13,13
Steve Cook,185,0,32,CB,45,81,13,14
Harry Toffolo,183,0,27,LWB,76,76,13,14
Theo Walcott,176,68,34,RM,74,59,13,17
Lyanco Neves Vojnovic,187,0,26,CB,64,70,13,17
Josip Stanišić,186,0,23,RB,71,60,19,21
James Garner,182,0,22,CDM,67,61,13,7
Joe Gelhardt,175,0,21,ST,75,72,13,8
Adrián,190,0,36,GK,43,69,13,9
Gianluca Gaetano,175,0,23,CAM,63,51,31,116365
Caleb Okoli,191,0,21,CB,54,67,31,115845
Jeroen Zoet,189,0,32,GK,50,57,31,113974
Jakub Kiwior,189,0,23,CDM,65,65,31,113974
Viktor Kovalenko,182,0,27,CM,74,64,31,113974
Mert Müldür,188,0,24,RB,77,81,31,111974
Andrea Colpani,184,0,24,CM,68,62,31,111811
Marco D'Alessandro,173,0,32,LM,87,43,31,111811
Norbert Gyömbér,189,0,30,CB,62,70,31,110373
Dylan Bronn,185,0,27,CB,63,70,31,110373
Robert Gumny,182,71,24,RWB,74,66,19,100409
Mads Pedersen,178,0,26,LM,84,89,19,100409
Maximilian Bauer,189,0,23,CB,54,77,19,100409
Philipp Pentke,191,0,38,GK,37,67,19,10029
Keane Lewis-Potter,170,0,22,LW,81,75,13,1925
Chris Mepham,191,0,25,CB,58,74,13,1943
Jamal Lowe,183,0,28,ST,86,71,13,1943
Junior Dina Ebimbe,175,0,22,RM,81,75,19,1824
Miloš Pantović,185,0,26,CAM,76,54,19,1831
Tim Skarke,180,0,26,RM,88,58,19,1831
Levin Öztunalı,184,0,27,RM,75,66,19,1831
Kevin Behrens,184,0,32,ST,72,91,19,1831
Kevin Möhwald,183,0,29,CM,43,83,19,1831
Jan Paul van Hecke,189,0,22,CB,60,76,13,1808
Ronaldo Vieira,178,0,24,CDM,73,67,31,1837
Sam Lammers,191,0,26,ST,70,72,31,1746
Ardian Ismajli,185,0,26,CB,72,68,31,1746
Yıldırım Mert Çetin,189,0,26,CB,61,71,31,347
Alexis Blin,184,0,26,CDM,38,70,31,347
Edimilson Fernandes,187,0,27,CM,67,55,19,169
Finn Dahmen,187,0,25,GK,45,75,19,169
Jakub Kamiński,179,68,20,LM,89,57,19,175
Bartol Franjic,188,80,23,CDM,78,70,19,175
Saidy Janko,181,0,27,RB,88,72,19,160
Erhan Mašović,189,0,24,CB,55,54,19,160
Davie Selke,194,0,28,ST,72,71,19,166
Agustín Rogel,190,0,25,CB,46,82,19,166
Márton Dárdai,188,0,21,CB,65,72,19,166
Myziane Maolida,182,0,24,LM,77,65,19,166
Koffi Djidji,184,0,30,CB,65,75,31,54
Ilja Nestorovski,182,0,33,ST,64,72,31,55
Tom Krauß,182,0,21,CM,71,74,19,34
Sepp van den Berg,194,0,21,CB,60,66,19,34
Marcin Kamiński,192,0,31,CB,53,76,19,34
Alexander Meyer,195,0,32,GK,25,40,19,22
Luca Pfeiffer,195,0,26,ST,53,66,19,36
Josha Vagnoman,190,90,22,RB,84,56,19,36
Joe Scally,184,0,20,RB,76,60,19,23
Felix Agu,179,0,23,RWB,84,81,19,38
Dalbert Chagas Estevão,182,0,29,LWB,85,59,31,44
Kaio Jorge Pinto Ramos,182,0,21,ST,77,78,31,45
Sebastian Andersson,190,0,31,ST,48,72,19,31
Kristian Pedersen,191,0,28,LB,64,70,19,31
Pape Matar Sarr,184,0,20,CM,67,59,13,18
Jed Steer,188,0,30,GK,50,56,13,2
Neco Williams,183,72,22,RB,73,61,13,14
Sam Surridge,191,0,24,ST,69,66,13,14
András Schäfer,178,72,24,CM,83,50,19,1831
Giorgio Scalvini,194,0,19,CB,55,71,31,115845
Brandon Soppy,181,0,21,RWB,80,75,31,115845
